user_id,product_id,rating,timestamp
U013,P029,5.0,2025-06-30 23:59:42
U068,P030,4.5,2025-07-22 23:59:42
U093,P010,4.0,2025-04-12 23:59:42
U084,P010,4.0,2025-07-06 23:59:42
U061,P017,3.5,2025-04-30 23:59:42
U080,P045,4.0,2025-04-15 23:59:42
U084,P006,4.0,2025-05-02 23:59:42
U087,P035,4.5,2025-04-19 23:59:42
U041,P041,3.5,2025-03-23 23:59:42
U070,P003,4.5,2025-02-17 23:59:42
U009,P016,5.0,2025-02-14 23:59:42
U088,P019,5.0,2025-05-28 23:59:42
U096,P006,4.5,2025-04-05 23:59:42
U013,P049,5.0,2025-02-13 23:59:42
U091,P007,3.0,2025-04-03 23:59:42
U022,P045,4.5,2025-05-10 23:59:42
U004,P003,4.5,2025-05-03 23:59:42
U008,P019,5.0,2025-04-25 23:59:42
U048,P028,3.5,2025-06-18 23:59:42
U032,P034,4.0,2025-04-11 23:59:42
U073,P044,4.5,2025-06-09 23:59:42
U022,P012,3.5,2025-07-05 23:59:42
U079,P025,3.5,2025-02-17 23:59:42
U088,P016,4.0,2025-03-20 23:59:42
U075,P010,4.0,2025-05-27 23:59:42
U060,P041,4.0,2025-05-21 23:59:42
U059,P017,4.5,2025-02-05 23:59:42
U002,P030,5.0,2025-05-13 23:59:42
U087,P035,4.5,2025-06-15 23:59:42
U010,P029,4.0,2025-04-28 23:59:42
U076,P020,4.5,2025-02-12 23:59:42
U055,P045,3.5,2025-05-22 23:59:42
U059,P020,5.0,2025-06-05 23:59:42
U050,P031,4.5,2025-06-28 23:59:42
U031,P025,3.5,2025-03-01 23:59:42
U046,P037,3.0,2025-05-11 23:59:42
U090,P019,5.0,2025-07-20 23:59:42
U085,P026,3.5,2025-05-16 23:59:42
U002,P037,4.5,2025-01-31 23:59:42
U100,P048,3.0,2025-07-13 23:59:42
U078,P048,3.5,2025-03-20 23:59:42
U037,P050,4.5,2025-05-28 23:59:42
U078,P023,4.5,2025-05-30 23:59:42
U082,P013,4.0,2025-02-17 23:59:42
U033,P044,5.0,2025-02-07 23:59:42
U088,P009,3.5,2025-02-15 23:59:42
U013,P041,4.0,2025-02-10 23:59:42
U006,P020,4.5,2025-04-04 23:59:42
U005,P038,4.5,2025-04-23 23:59:42
U094,P009,4.5,2025-07-02 23:59:42
U038,P021,4.5,2025-04-10 23:59:42
U023,P013,3.5,2025-06-22 23:59:42
U070,P024,5.0,2025-03-12 23:59:42
U065,P018,4.5,2025-06-13 23:59:42
U033,P031,3.5,2025-05-11 23:59:42
U096,P022,5.0,2025-06-26 23:59:42
U060,P005,4.0,2025-06-19 23:59:42
U097,P015,4.5,2025-02-02 23:59:42
U093,P044,4.5,2025-04-15 23:59:42
U072,P024,5.0,2025-07-02 23:59:42
U051,P001,4.5,2025-05-19 23:59:42
U069,P008,4.5,2025-03-31 23:59:42
U048,P044,5.0,2025-02-03 23:59:42
U034,P038,4.5,2025-04-19 23:59:42
U082,P024,5.0,2025-06-28 23:59:42
U087,P015,3.5,2025-03-27 23:59:42
U004,P040,4.5,2025-03-04 23:59:42
U042,P040,5.0,2025-05-30 23:59:42
U083,P005,3.0,2025-02-13 23:59:42
U060,P045,3.5,2025-05-09 23:59:42
U084,P027,2.5,2025-06-26 23:59:42
U018,P003,4.0,2025-07-16 23:59:42
U039,P032,4.5,2025-06-26 23:59:42
U013,P016,5.0,2025-03-10 23:59:42
U018,P025,4.0,2025-03-31 23:59:42
U048,P043,4.5,2025-01-28 23:59:42
U070,P027,3.0,2025-02-25 23:59:42
U096,P047,3.0,2025-06-16 23:59:42
U054,P042,4.0,2025-06-30 23:59:42
U063,P040,4.5,2025-04-12 23:59:42
U036,P003,4.5,2025-01-30 23:59:42
U048,P014,3.0,2025-04-03 23:59:42
U057,P016,4.5,2025-04-24 23:59:42
U013,P044,4.0,2025-04-22 23:59:42
U070,P042,4.5,2025-04-25 23:59:42
U008,P026,4.0,2025-05-16 23:59:42
U025,P008,4.0,2025-03-31 23:59:42
U012,P043,3.5,2025-06-01 23:59:42
U083,P041,3.5,2025-02-23 23:59:42
U003,P004,4.5,2025-05-01 23:59:42
U032,P009,4.5,2025-03-03 23:59:42
U027,P005,3.5,2025-03-06 23:59:42
U027,P038,4.5,2025-05-31 23:59:42
U030,P022,4.5,2025-06-18 23:59:42
U077,P001,3.5,2025-05-16 23:59:42
U019,P009,4.0,2025-03-09 23:59:42
U033,P012,4.0,2025-06-27 23:59:42
U085,P002,4.0,2025-06-22 23:59:42
U002,P023,3.5,2025-05-26 23:59:42
U076,P021,5.0,2025-07-21 23:59:42
U023,P017,4.0,2025-07-12 23:59:42
U017,P048,3.5,2025-04-09 23:59:42
U068,P008,4.5,2025-07-09 23:59:42
U061,P029,4.5,2025-04-24 23:59:42
U066,P038,4.0,2025-06-28 23:59:42
U058,P033,4.0,2025-05-30 23:59:42
U079,P003,4.5,2025-02-07 23:59:42
U067,P020,4.0,2025-03-30 23:59:42
U083,P002,4.0,2025-07-10 23:59:42
U062,P026,3.5,2025-04-07 23:59:42
U088,P007,2.0,2025-03-22 23:59:42
U092,P029,3.5,2025-07-07 23:59:42
U011,P021,5.0,2025-02-20 23:59:42
U019,P005,5.0,2025-06-23 23:59:42
U036,P040,4.0,2025-02-13 23:59:42
U075,P036,4.0,2025-05-03 23:59:42
U049,P039,5.0,2025-03-12 23:59:42
U038,P030,5.0,2025-03-18 23:59:42
U078,P028,4.5,2025-06-30 23:59:42
U090,P008,4.5,2025-02-08 23:59:42
U084,P050,4.0,2025-03-06 23:59:42
U093,P014,3.0,2025-04-06 23:59:42
U058,P015,4.0,2025-04-11 23:59:42
U044,P030,4.0,2025-04-14 23:59:42
U054,P047,3.5,2025-07-01 23:59:42
U041,P028,3.5,2025-05-06 23:59:42
U086,P017,3.5,2025-04-21 23:59:42
U020,P044,5.0,2025-03-26 23:59:42
U009,P006,4.5,2025-07-04 23:59:42
U012,P028,4.0,2025-07-01 23:59:42
U096,P048,4.5,2025-04-21 23:59:42
U017,P036,4.0,2025-07-10 23:59:42
U076,P036,3.5,2025-03-04 23:59:42
U043,P043,4.5,2025-06-24 23:59:42
U053,P023,4.5,2025-02-05 23:59:42
U097,P028,3.5,2025-07-12 23:59:42
U037,P039,4.5,2025-05-07 23:59:42
U046,P007,3.0,2025-02-28 23:59:42
U065,P014,3.5,2025-06-16 23:59:42
U085,P031,4.5,2025-05-29 23:59:42
U014,P023,5.0,2025-03-05 23:59:42
U048,P008,4.0,2025-05-15 23:59:42
U074,P015,4.5,2025-04-07 23:59:42
U072,P050,4.5,2025-02-16 23:59:42
U079,P044,4.5,2025-02-11 23:59:42
U072,P002,4.0,2025-02-20 23:59:42
U085,P045,3.5,2025-05-18 23:59:42
U004,P012,4.5,2025-05-17 23:59:42
U090,P049,4.0,2025-05-07 23:59:42
U044,P023,4.5,2025-07-24 23:59:42
U024,P010,4.0,2025-03-03 23:59:42
U085,P026,3.5,2025-07-08 23:59:42
U019,P048,3.5,2025-02-13 23:59:42
U004,P006,3.5,2025-03-12 23:59:42
U028,P025,4.0,2025-04-09 23:59:42
U059,P022,5.0,2025-06-15 23:59:42
U048,P020,4.0,2025-05-03 23:59:42
U100,P037,4.0,2025-02-23 23:59:42
U011,P004,5.0,2025-06-16 23:59:42
U021,P049,3.5,2025-02-17 23:59:42
U007,P044,5.0,2025-07-05 23:59:42
U035,P029,4.0,2025-02-06 23:59:42
U055,P032,4.5,2025-02-20 23:59:42
U057,P027,3.5,2025-05-17 23:59:42
U028,P049,3.5,2025-03-16 23:59:42
U015,P023,3.5,2025-04-06 23:59:42
U015,P019,4.0,2025-02-02 23:59:42
U087,P038,4.5,2025-03-23 23:59:42
U068,P043,3.0,2025-05-08 23:59:42
U006,P015,4.5,2025-04-15 23:59:42
U077,P004,4.0,2025-07-24 23:59:42
U027,P020,4.5,2025-06-01 23:59:42
U099,P009,3.5,2025-05-21 23:59:42
U038,P021,4.5,2025-06-25 23:59:42
U001,P032,4.0,2025-04-06 23:59:42
U023,P009,3.5,2025-04-19 23:59:42
U069,P046,3.5,2025-05-28 23:59:42
U065,P036,4.5,2025-02-04 23:59:42
U046,P005,3.5,2025-04-15 23:59:42
U095,P003,4.5,2025-04-05 23:59:42
U003,P030,4.0,2025-07-06 23:59:42
U041,P037,4.0,2025-04-07 23:59:42
U074,P026,4.5,2025-02-12 23:59:42
U054,P019,3.0,2025-06-26 23:59:42
U052,P002,4.0,2025-05-03 23:59:42
U022,P040,4.5,2025-03-30 23:59:42
U089,P024,4.5,2025-07-03 23:59:42
U056,P007,3.5,2025-05-24 23:59:42
U056,P038,4.0,2025-04-14 23:59:42
U068,P006,4.0,2025-04-15 23:59:42
U040,P048,4.0,2025-04-30 23:59:42
U029,P022,5.0,2025-06-12 23:59:42
U010,P033,3.5,2025-02-13 23:59:42
U015,P034,5.0,2025-03-17 23:59:42
U025,P050,4.5,2025-04-27 23:59:42
U045,P047,4.0,2025-02-10 23:59:42
U019,P016,4.5,2025-06-29 23:59:42
U019,P017,4.0,2025-06-05 23:59:42
U023,P039,4.5,2025-06-16 23:59:42
U098,P049,4.5,2025-02-08 23:59:42
U010,P012,5.0,2025-02-15 23:59:42
U064,P030,5.0,2025-03-03 23:59:42
U098,P038,4.0,2025-04-02 23:59:42
U088,P037,4.5,2025-02-11 23:59:42
U082,P040,4.0,2025-05-04 23:59:42
U081,P021,4.0,2025-06-17 23:59:42
U057,P005,3.5,2025-03-27 23:59:42
U057,P041,3.0,2025-05-09 23:59:42
U036,P038,4.0,2025-07-11 23:59:42
U046,P033,3.5,2025-07-07 23:59:42
U040,P030,5.0,2025-04-01 23:59:42
U005,P004,5.0,2025-04-22 23:59:42
U037,P005,4.0,2025-02-10 23:59:42
U012,P040,4.5,2025-02-23 23:59:42
U065,P025,2.5,2025-03-29 23:59:42
U075,P036,4.0,2025-07-15 23:59:42
U058,P037,4.0,2025-02-09 23:59:42
U025,P021,4.5,2025-02-21 23:59:42
U061,P033,4.0,2025-06-17 23:59:42
U008,P029,4.5,2025-06-29 23:59:42
U044,P046,3.5,2025-07-04 23:59:42
U065,P042,4.5,2025-06-11 23:59:42
U006,P016,5.0,2025-04-04 23:59:42
U057,P034,4.5,2025-03-14 23:59:42
U079,P011,4.0,2025-04-23 23:59:42
U048,P019,4.0,2025-04-17 23:59:42
U053,P050,4.5,2025-04-30 23:59:42
